SEASON,NAME_TEAM,N_PLAY,SCORE_FAVOR,SCORE_AGAINST,WINS,DRAWS,LOSES,POINTS
2013-14,Real Madrid CF,13,5,1,1,0,0,3
2013-14,Real Betis,13,1,4,0,0,1,0
2013-14,RCD Español,13,1,3,0,0,1,0
2013-14,Valencia CF,13,2,2,0,1,0,1
2013-14,Villarreal CF,13,1,1,0,1,0,1
2013-14,Real Valladolid CF,14,0,1,0,0,1,0
2013-14,UD Almería,14,0,5,0,0,1,0
2013-14,Atlético Madrid,14,7,0,1,0,0,3
2013-14,FC Barcelona,14,4,0,1,0,0,3
2013-14,Real Sociedad,14,4,3,1,0,0,3
2013-14,Elche CF,14,2,1,1,0,0,3
2013-14,Levante UD,14,0,3,0,0,1,0
2013-14,Sevilla FC,14,4,0,1,0,0,3
2013-14,Rayo Vallecano,14,1,4,0,0,1,0
2013-14,Málaga CF,14,1,2,0,0,1,0
2013-14,Getafe CF,15,1,0,1,0,0,3
2013-14,Villarreal CF,15,1,1,0,1,0,1
2013-14,RC Celta Vigo,15,3,1,1,0,0,3
2013-14,Elche CF,15,0,2,0,0,1,0
2013-14,RCD Español,15,1,2,0,0,1,0
2013-14,Real Madrid CF,15,4,0,1,0,0,3
2013-14,Athletic Club Bilbao,15,1,0,1,0,0,3
2013-14,Real Betis,15,2,2,0,1,0,1
2013-14,Granada CF,15,1,2,0,0,1,0
2013-14,Valencia CF,15,3,0,1,0,0,3
2013-14,Levante UD,16,2,1,1,0,0,3
2013-14,FC Barcelona,16,2,1,1,0,0,3
2013-14,Málaga CF,16,1,0,1,0,0,3
2013-14,CA Osasuna,16,2,2,0,1,0,1
2013-14,Rayo Vallecano,16,0,2,0,0,1,0
2013-14,UD Almería,16,0,0,0,1,0,1
2013-14,Atlético Madrid,16,3,0,1,0,0,3
2013-14,Sevilla FC,16,1,1,0,1,0,1
2013-14,Real Sociedad,16,5,1,1,0,0,3
2013-14,Real Valladolid CF,16,3,0,1,0,0,3
2013-14,Elche CF,17,0,1,0,0,1,0
2013-14,Atlético Madrid,17,3,2,1,0,0,3
2013-14,Real Betis,17,0,1,0,0,1,0
2013-14,Granada CF,17,1,3,0,0,1,0
2013-14,Villarreal CF,17,1,2,0,0,1,0
2013-14,Athletic Club Bilbao,17,2,1,1,0,0,3
2013-14,RC Celta Vigo,17,1,1,0,1,0,1
2013-14,RCD Español,17,4,2,1,0,0,3
2013-14,Getafe CF,17,2,5,0,0,1,0
2013-14,Valencia CF,17,2,3,0,0,1,0
2013-14,UD Almería,18,3,0,1,0,0,3
2013-14,Málaga CF,18,0,1,0,0,1,0
2013-14,Valencia CF,18,2,0,1,0,0,3
2013-14,Real Valladolid CF,18,0,0,0,1,0,1
2013-14,FC Barcelona,18,4,0,1,0,0,3
2013-14,CA Osasuna,18,1,0,1,0,0,3
2013-14,Sevilla FC,18,3,0,1,0,0,3
2013-14,Real Sociedad,18,2,0,1,0,0,3
2013-14,Real Madrid CF,18,3,0,1,0,0,3
2013-14,Rayo Vallecano,18,2,5,0,0,1,0
2013-14,Granada CF,19,4,0,1,0,0,3
2013-14,Athletic Club Bilbao,19,6,1,1,0,0,3
2013-14,Atlético Madrid,19,0,0,0,1,0,1
2013-14,RC Celta Vigo,19,2,1,1,0,0,3
2013-14,Elche CF,19,1,1,0,1,0,1
2013-14,Real Betis,19,1,2,0,0,1,0
2013-14,RCD Español,19,0,1,0,0,1,0
2013-14,Getafe CF,19,0,1,0,0,1,0
2013-14,Levante UD,19,1,0,1,0,0,3
2013-14,Villarreal CF,19,5,1,1,0,0,3
2013-14,Málaga CF,20,0,0,0,1,0,1
2013-14,Real Betis,20,0,5,0,0,1,0
2013-14,Elche CF,20,2,0,1,0,0,3
2013-14,RCD Español,20,1,0,1,0,0,3
2013-14,Granada CF,20,0,0,0,1,0,1
2013-14,Atlético Madrid,20,1,1,0,1,0,1
2013-14,Getafe CF,20,2,2,0,1,0,1
2013-14,Levante UD,20,1,1,0,1,0,1
2013-14,Villarreal CF,20,2,0,1,0,0,3
2013-14,Athletic Club Bilbao,20,4,2,1,0,0,3
2013-14,RC Celta Vigo,21,4,2,1,0,0,3
2013-14,Real Madrid CF,21,2,0,1,0,0,3
2013-14,Sevilla FC,21,2,3,0,0,1,0
2013-14,Valencia CF,21,2,2,0,1,0,1
2013-14,Real Valladolid CF,21,1,0,1,0,0,3
2013-14,UD Almería,21,1,0,1,0,0,3
2013-14,FC Barcelona,21,3,0,1,0,0,3
2013-14,CA Osasuna,21,1,5,0,0,1,0
2013-14,Rayo Vallecano,21,2,4,0,0,1,0
2013-14,Real Sociedad,21,4,0,1,0,0,3
2013-14,Granada CF,22,1,2,0,0,1,0
2013-14,FC Barcelona,22,2,3,0,0,1,0
2013-14,Getafe CF,22,0,0,0,1,0,1
2013-14,Levante UD,22,0,0,0,1,0,1
2013-14,Málaga CF,22,3,2,1,0,0,3
2013-14,Athletic Club Bilbao,22,1,1,0,1,0,1
2013-14,Atlético Madrid,22,4,0,1,0,0,3
2013-14,Real Betis,22,2,0,1,0,0,3
2013-14,Elche CF,22,1,0,1,0,0,3
2013-14,Villarreal CF,22,3,1,1,0,0,3
2013-14,RCD Español,23,1,0,1,0,0,3
2013-14,UD Almería,23,2,0,1,0,0,3
2013-14,Real Madrid CF,23,4,2,1,0,0,3
2013-14,Valencia CF,23,5,0,1,0,0,3
2013-14,Rayo Vallecano,23,4,1,1,0,0,3
2013-14,CA Osasuna,23,2,0,1,0,0,3
2013-14,Sevilla FC,23,1,4,0,0,1,0
2013-14,Real Sociedad,23,0,0,0,1,0,1
2013-14,Real Valladolid CF,23,2,2,0,1,0,1
2013-14,RC Celta Vigo,23,0,0,0,1,0,1
2013-14,Elche CF,24,0,0,0,1,0,1
2013-14,Atlético Madrid,24,3,0,1,0,0,3
2013-14,FC Barcelona,24,6,0,1,0,0,3
2013-14,Levante UD,24,1,0,1,0,0,3
2013-14,Villarreal CF,24,0,2,0,0,1,0
2013-14,Athletic Club Bilbao,24,1,2,0,0,1,0
2013-14,Getafe CF,24,0,3,0,0,1,0
2013-14,Granada CF,24,1,0,1,0,0,3
2013-14,Sevilla FC,24,0,0,0,1,0,1
2013-14,Málaga CF,24,0,1,0,0,1,0
2013-14,Real Valladolid CF,25,1,1,0,1,0,1
2013-14,UD Almería,25,0,0,0,1,0,1
2013-14,RC Celta Vigo,25,1,1,0,1,0,1
2013-14,Real Madrid CF,25,3,0,1,0,0,3
2013-14,Real Sociedad,25,3,1,1,0,0,3
2013-14,Real Betis,25,0,2,0,0,1,0
2013-14,CA Osasuna,25,3,0,1,0,0,3
2013-14,Valencia CF,25,2,1,1,0,0,3
2013-14,Rayo Vallecano,25,0,1,0,0,1,0
2013-14,RCD Español,25,1,2,0,0,1,0
2013-14,Athletic Club Bilbao,26,4,0,1,0,0,3
2013-14,Elche CF,26,1,0,1,0,0,3
2013-14,Getafe CF,26,0,0,0,1,0,1
2013-14,Levante UD,26,2,0,1,0,0,3
2013-14,Málaga CF,26,1,1,0,1,0,1
2013-14,Atlético Madrid,26,2,2,0,1,0,1
2013-14,FC Barcelona,26,4,1,1,0,0,3
2013-14,Sevilla FC,26,1,0,1,0,0,3
2013-14,Rayo Vallecano,26,1,0,1,0,0,3
2013-14,Villarreal CF,26,1,1,0,1,0,1
2013-14,Real Betis,27,2,0,1,0,0,3
2013-14,RC Celta Vigo,27,0,2,0,0,1,0
2013-14,Granada CF,27,2,0,1,0,0,3
2013-14,Real Valladolid CF,27,1,0,1,0,0,3
2013-14,UD Almería,27,1,3,0,0,1,0
2013-14,RCD Español,27,3,1,1,0,0,3
2013-14,Real Madrid CF,27,3,0,1,0,0,3
2013-14,Valencia CF,27,1,1,0,1,0,1
2013-14,CA Osasuna,27,0,2,0,0,1,0
2013-14,Real Sociedad,27,2,3,0,0,1,0
2013-14,Getafe CF,28,3,3,0,1,0,1
2013-14,Atlético Madrid,28,1,0,1,0,0,3
2013-14,Levante UD,28,0,1,0,0,1,0
2013-14,Málaga CF,28,0,1,0,0,1,0
2013-14,Rayo Vallecano,28,3,1,1,0,0,3
2013-14,FC Barcelona,28,7,0,1,0,0,3
2013-14,Elche CF,28,0,0,0,1,0,1
2013-14,Sevilla FC,28,4,1,1,0,0,3
2013-14,Real Sociedad,28,1,0,1,0,0,3
2013-14,Villarreal CF,28,1,1,0,1,0,1
2013-14,RC Celta Vigo,29,0,2,0,0,1,0
2013-14,Athletic Club Bilbao,29,1,0,1,0,0,3
2013-14,RCD Español,29,0,0,0,1,0,1
2013-14,Granada CF,29,1,0,1,0,0,3
2013-14,Real Valladolid CF,29,1,1,0,1,0,1
2013-14,Real Betis,29,0,2,0,0,1,0
2013-14,CA Osasuna,29,1,2,0,0,1,0
2013-14,Real Madrid CF,29,3,4,0,0,1,0
2013-14,Valencia CF,29,2,1,1,0,0,3
2013-14,UD Almería,29,4,3,1,0,0,3
2013-14,Elche CF,30,0,0,0,1,0,1
2013-14,Málaga CF,30,1,2,0,0,1,0
2013-14,Atlético Madrid,30,1,0,1,0,0,3
2013-14,FC Barcelona,30,3,0,1,0,0,3
2013-14,Sevilla FC,30,2,1,1,0,0,3
2013-14,Rayo Vallecano,30,1,0,1,0,0,3
2013-14,UD Almería,30,2,2,0,1,0,1
2013-14,Getafe CF,30,0,1,0,0,1,0
2013-14,Levante UD,30,1,3,0,0,1,0
2013-14,Real Sociedad,30,1,0,1,0,0,3
2013-14,Athletic Club Bilbao,31,1,2,0,0,1,0
2013-14,RC Celta Vigo,31,1,0,1,0,0,3
2013-14,RCD Español,31,0,1,0,0,1,0
2013-14,Real Madrid CF,31,5,0,1,0,0,3
2013-14,CA Osasuna,31,1,1,0,1,0,1
2013-14,Valencia CF,31,1,3,0,0,1,0
2013-14,Real Valladolid CF,31,1,0,1,0,0,3
2013-14,Villarreal CF,31,1,1,0,1,0,1
2013-14,Real Betis,31,1,2,0,0,1,0
2013-14,Granada CF,31,0,2,0,0,1,0
2013-14,UD Almería,32,1,2,0,0,1,0
2013-14,Atlético Madrid,32,1,0,1,0,0,3
2013-14,FC Barcelona,32,3,1,1,0,0,3
2013-14,Real Sociedad,32,0,4,0,0,1,0
2013-14,Rayo Vallecano,32,3,0,1,0,0,3
2013-14,Elche CF,32,1,0,1,0,0,3
2013-14,Málaga CF,32,4,1,1,0,0,3
2013-14,Sevilla FC,32,4,1,1,0,0,3
2013-14,Real Valladolid CF,32,0,0,0,1,0,1
2013-14,Levante UD,32,1,2,0,0,1,0
2013-14,CA Osasuna,33,0,0,0,1,0,1
2013-14,RC Celta Vigo,33,2,2,0,1,0,1
2013-14,Granada CF,33,1,0,1,0,0,3
2013-14,Real Madrid CF,33,4,0,1,0,0,3
2013-14,Villarreal CF,33,1,0,1,0,0,3
2013-14,Real Betis,33,0,2,0,0,1,0
2013-14,RCD Español,33,2,2,0,1,0,1
2013-14,Getafe CF,33,0,2,0,0,1,0
2013-14,Valencia CF,33,2,1,1,0,0,3
2013-14,Athletic Club Bilbao,33,3,0,1,0,0,3
2013-14,Atlético Madrid,34,2,0,1,0,0,3
2013-14,Levante UD,34,0,0,0,1,0,1
2013-14,CA Osasuna,34,1,1,0,1,0,1
2013-14,Real Sociedad,34,2,1,1,0,0,3
2013-14,UD Almería,34,2,4,0,0,1,0
2013-14,FC Barcelona,34,2,1,1,0,0,3
2013-14,Sevilla FC,34,4,0,1,0,0,3
2013-14,Rayo Vallecano,34,3,1,1,0,0,3
2013-14,Málaga CF,34,2,0,1,0,0,3
2013-14,Elche CF,35,1,1,0,1,0,1
2013-14,Real Betis,35,0,1,0,0,1,0
2013-14,Getafe CF,35,1,0,1,0,0,3
2013-14,Granada CF,35,0,3,0,0,1,0
2013-14,Real Madrid CF,34,4,0,1,0,0,3
2013-14,Athletic Club Bilbao,35,3,1,1,0,0,3
2013-14,RCD Español,35,1,2,0,0,1,0
2013-14,Valencia CF,35,0,1,0,0,1,0
2013-14,Villarreal CF,35,2,3,0,0,1,0
2013-14,RC Celta Vigo,35,4,1,1,0,0,3
2013-14,Rayo Vallecano,36,0,3,0,0,1,0
2013-14,FC Barcelona,36,2,2,0,1,0,1
2013-14,Málaga CF,36,0,1,0,0,1,0
2013-14,CA Osasuna,36,0,2,0,0,1,0
2013-14,Real Valladolid CF,35,1,0,1,0,0,3
2013-14,UD Almería,36,3,2,1,0,0,3
2013-14,Levante UD,36,2,0,1,0,0,3
2013-14,Real Madrid CF,35,2,2,0,1,0,1
2013-14,Sevilla FC,36,0,0,0,1,0,1
2013-14,Real Sociedad,36,1,1,0,1,0,1
2013-14,Real Valladolid CF,36,1,1,0,1,0,1
2013-14,Levante UD,37,2,0,1,0,0,3
2013-14,Villarreal CF,37,4,0,1,0,0,3
2013-14,Athletic Club Bilbao,37,1,1,0,1,0,1
2013-14,Atlético Madrid,37,1,1,0,1,0,1
2013-14,Real Betis,37,4,3,1,0,0,3
2013-14,RC Celta Vigo,37,2,0,1,0,0,3
2013-14,Elche CF,37,0,0,0,1,0,1
2013-14,RCD Español,37,1,1,0,1,0,1
2013-14,Getafe CF,37,1,0,1,0,0,3
2013-14,Granada CF,37,0,2,0,0,1,0
2013-14,Málaga CF,38,1,0,1,0,0,3
2013-14,FC Barcelona,38,1,1,0,1,0,1
2013-14,Real Madrid CF,38,3,1,1,0,0,3
2013-14,Valencia CF,38,2,1,1,0,0,3
2013-14,UD Almería,38,0,0,0,1,0,1
2013-14,CA Osasuna,38,2,1,1,0,0,3
2013-14,Sevilla FC,38,3,1,1,0,0,3
2013-14,Real Sociedad,38,1,2,0,0,1,0
2013-14,Real Valladolid CF,38,0,1,0,0,1,0
2013-14,Rayo Vallecano,38,1,2,0,0,1,0
2014-15,UD Almería,1,1,1,0,1,0,1
2014-15,Granada CF,1,2,1,1,0,0,3
2014-15,Málaga CF,1,1,0,1,0,0,3
2014-15,Sevilla FC,1,1,1,0,1,0,1
2014-15,FC Barcelona,1,3,0,1,0,0,3
2014-15,RC Celta Vigo,1,3,1,1,0,0,3
2014-15,SD Eibar,1,1,0,1,0,0,3
2014-15,Levante UD,1,0,2,0,0,1,0
2014-15,Real Madrid CF,1,2,0,1,0,0,3
2014-15,Rayo Vallecano,1,0,0,0,1,0,1
2014-15,Getafe CF,2,1,0,1,0,0,3
2014-15,Valencia CF,2,3,0,1,0,0,3
2014-15,Athletic Club Bilbao,2,3,0,1,0,0,3
2014-15,Atlético Madrid,2,2,1,1,0,0,3
2014-15,Córdoba CF,2,1,1,0,1,0,1
2014-15,RCD Español,2,1,2,0,0,1,0
2014-15,Elche CF,2,1,1,0,1,0,1
2014-15,RCD La Coruña,2,2,2,0,1,0,1
2014-15,Real Sociedad,2,4,2,1,0,0,3
2014-15,Villarreal CF,2,0,1,0,0,1,0
2014-15,UD Almería,3,1,1,0,1,0,1
2014-15,FC Barcelona,3,2,0,1,0,0,3
2014-15,RC Celta Vigo,3,2,2,0,1,0,1
2014-15,Málaga CF,3,0,0,0,1,0,1
2014-15,Real Madrid CF,3,1,2,0,0,1,0
2014-15,Granada CF,3,0,0,0,1,0,1
2014-15,Sevilla FC,3,2,0,1,0,0,3
2014-15,Valencia CF,3,3,1,1,0,0,3
2014-15,Rayo Vallecano,3,2,3,0,0,1,0
2014-15,SD Eibar,3,0,1,0,0,1,0
2014-15,Elche CF,4,0,2,0,0,1,0
2014-15,Athletic Club Bilbao,4,0,1,0,0,1,0
2014-15,Atlético Madrid,4,2,2,0,1,0,1
2014-15,RCD Español,4,2,2,0,1,0,1
2014-15,RCD La Coruña,4,2,8,0,0,1,0
2014-15,Córdoba CF,4,1,3,0,0,1,0
2014-15,Levante UD,4,0,5,0,0,1,0
2014-15,Real Sociedad,4,1,2,0,0,1,0
2014-15,Villarreal CF,4,4,2,1,0,0,3
2014-15,Getafe CF,4,0,3,0,0,1,0
2014-15,RC Celta Vigo,5,2,1,1,0,0,3
2014-15,Real Madrid CF,5,5,1,1,0,0,3
2014-15,UD Almería,5,0,1,0,0,1,0
2014-15,SD Eibar,5,1,1,0,1,0,1
2014-15,Granada CF,5,0,1,0,0,1,0
2014-15,Málaga CF,5,0,0,0,1,0,1
2014-15,Sevilla FC,5,1,0,1,0,0,3
2014-15,Rayo Vallecano,5,2,1,1,0,0,3
2014-15,RCD Español,5,2,0,1,0,0,3
2014-15,Valencia CF,5,3,0,1,0,0,3
2014-15,Elche CF,6,0,1,0,0,1,0
2014-15,Athletic Club Bilbao,6,0,0,0,1,0,1
2014-15,Atlético Madrid,6,4,0,1,0,0,3
2014-15,FC Barcelona,6,6,0,1,0,0,3
2014-15,Levante UD,6,0,2,0,0,1,0
2014-15,Villarreal CF,6,0,2,0,0,1,0
2014-15,Córdoba CF,6,0,0,0,1,0,1
2014-15,Getafe CF,6,1,0,1,0,0,3
2014-15,RCD La Coruña,6,0,1,0,0,1,0
2014-15,Real Sociedad,6,1,1,0,1,0,1
2014-15,Getafe CF,7,1,1,0,1,0,1
2014-15,UD Almería,7,2,2,0,1,0,1
2014-15,SD Eibar,7,3,3,0,1,0,1
2014-15,Málaga CF,7,2,1,1,0,0,3
2014-15,Valencia CF,7,3,1,1,0,0,3
2014-15,Rayo Vallecano,7,0,2,0,0,1,0
2014-15,RC Celta Vigo,7,1,3,0,0,1,0
2014-15,RCD Español,7,2,0,1,0,0,3
2014-15,Real Madrid CF,7,5,0,1,0,0,3
2014-15,Sevilla FC,7,4,1,1,0,0,3
2014-15,Granada CF,8,0,1,0,0,1,0
2014-15,Athletic Club Bilbao,8,1,1,0,1,0,1
2014-15,FC Barcelona,8,3,0,1,0,0,3
2014-15,Córdoba CF,8,1,2,0,0,1,0
2014-15,Levante UD,8,0,5,0,0,1,0
2014-15,Atlético Madrid,8,2,0,1,0,0,3
2014-15,Elche CF,8,0,2,0,0,1,0
2014-15,RCD La Coruña,8,3,0,1,0,0,3
2014-15,Villarreal CF,8,2,0,1,0,0,3
2014-15,Real Sociedad,8,1,2,0,0,1,0
2014-15,RC Celta Vigo,9,3,0,1,0,0,3
2014-15,UD Almería,9,0,1,0,0,1,0
2014-15,Córdoba CF,9,1,1,0,1,0,1
2014-15,SD Eibar,9,1,1,0,1,0,1
2014-15,Real Madrid CF,9,3,1,1,0,0,3
2014-15,Valencia CF,9,3,1,1,0,0,3
2014-15,RCD Español,9,0,0,0,1,0,1
2014-15,Getafe CF,9,0,1,0,0,1,0
2014-15,Málaga CF,9,4,0,1,0,0,3
2014-15,Sevilla FC,9,2,1,1,0,0,3
2014-15,RCD La Coruña,10,1,2,0,0,1,0
2014-15,Atlético Madrid,10,4,2,1,0,0,3
2014-15,FC Barcelona,10,0,1,0,0,1,0
2014-15,Granada CF,10,0,4,0,0,1,0
2014-15,Real Sociedad,10,0,1,0,0,1,0
2014-15,Athletic Club Bilbao,10,1,0,1,0,0,3
2014-15,Elche CF,10,2,1,1,0,0,3
2014-15,Levante UD,10,2,1,1,0,0,3
2014-15,Villarreal CF,10,1,3,0,0,1,0
2014-15,Rayo Vallecano,10,2,3,0,0,1,0
2014-15,Córdoba CF,11,0,0,0,1,0,1
2014-15,UD Almería,11,1,2,0,0,1,0
2014-15,RC Celta Vigo,11,0,0,0,1,0,1
2014-15,Getafe CF,11,0,0,0,1,0,1
2014-15,Málaga CF,11,2,1,1,0,0,3
2014-15,Real Madrid CF,11,5,1,1,0,0,3
2014-15,RCD Español,11,1,1,0,1,0,1
2014-15,Sevilla FC,11,1,1,0,1,0,1
2014-15,Real Sociedad,11,2,1,1,0,0,3
2014-15,Valencia CF,11,0,0,0,1,0,1
2014-15,Athletic Club Bilbao,12,3,1,1,0,0,3
2014-15,Atlético Madrid,12,3,1,1,0,0,3
2014-15,FC Barcelona,12,5,1,1,0,0,3
2014-15,SD Eibar,12,0,4,0,0,1,0
2014-15,RCD La Coruña,12,0,0,0,1,0,1
2014-15,Elche CF,12,2,2,0,1,0,1
2014-15,Levante UD,12,2,1,1,0,0,3
2014-15,Rayo Vallecano,12,1,0,1,0,0,3
2014-15,Villarreal CF,12,2,1,1,0,0,3
2014-15,Granada CF,12,0,0,0,1,0,1
2014-15,Real Sociedad,13,3,0,1,0,0,3
2014-15,RC Celta Vigo,13,0,1,0,0,1,0
2014-15,RCD Español,13,2,1,1,0,0,3
2014-15,Getafe CF,13,1,2,0,0,1,0
2014-15,Málaga CF,13,1,2,0,0,1,0
2014-15,Atlético Madrid,13,2,0,1,0,0,3
2014-15,Córdoba CF,13,0,2,0,0,1,0
2014-15,Sevilla FC,13,5,1,1,0,0,3
2014-15,Valencia CF,13,0,1,0,0,1,0
2014-15,UD Almería,13,0,1,0,0,1,0
2014-15,Athletic Club Bilbao,14,0,1,0,0,1,0
2014-15,Elche CF,14,0,2,0,0,1,0
2014-15,RCD La Coruña,14,0,1,0,0,1,0
2014-15,Real Madrid CF,14,3,0,1,0,0,3
2014-15,FC Barcelona,14,5,1,1,0,0,3
2014-15,Granada CF,14,1,1,0,1,0,1
2014-15,Rayo Vallecano,14,0,1,0,0,1,0
2014-15,Villarreal CF,14,4,0,1,0,0,3
2014-15,SD Eibar,14,5,2,1,0,0,3
2014-15,Levante UD,14,1,1,0,1,0,1
2014-15,UD Almería,15,1,4,0,0,1,0
2014-15,Córdoba CF,15,0,0,0,1,0,1
2014-15,Getafe CF,15,0,0,0,1,0,1
2014-15,Málaga CF,15,1,0,1,0,0,3
2014-15,Valencia CF,15,3,0,1,0,0,3
2014-15,Atlético Madrid,15,0,1,0,0,1,0
2014-15,RCD Español,15,2,1,1,0,0,3
2014-15,Sevilla FC,15,0,0,0,1,0,1
2014-15,Real Sociedad,15,1,1,0,1,0,1
2014-15,RCD La Coruña,15,1,0,1,0,0,3
2014-15,RC Celta Vigo,16,0,1,0,0,1,0
2014-15,FC Barcelona,16,5,0,1,0,0,3
2014-15,SD Eibar,16,0,1,0,0,1,0
2014-15,Levante UD,16,1,1,0,1,0,1
2014-15,Rayo Vallecano,16,1,3,0,0,1,0
2014-15,Athletic Club Bilbao,16,1,4,0,0,1,0
2014-15,Elche CF,16,1,2,0,0,1,0
2014-15,Granada CF,16,1,1,0,1,0,1
2014-15,Villarreal CF,16,3,0,1,0,0,3
2014-15,Atlético Madrid,17,3,1,1,0,0,3
2014-15,Elche CF,17,2,2,0,1,0,1
2014-15,RCD La Coruña,17,1,0,1,0,0,3
2014-15,Málaga CF,17,1,2,0,0,1,0
2014-15,Sevilla FC,16,1,0,1,0,0,3
2014-15,RCD Español,17,1,2,0,0,1,0
2014-15,Getafe CF,17,1,2,0,0,1,0
2014-15,Real Sociedad,17,1,0,1,0,0,3
2014-15,Valencia CF,17,2,1,1,0,0,3
2014-15,Córdoba CF,17,2,0,1,0,0,3
2014-15,Levante UD,18,0,0,0,1,0,1
2014-15,RC Celta Vigo,18,1,1,0,1,0,1
2014-15,SD Eibar,18,2,1,1,0,0,3
2014-15,Málaga CF,18,1,1,0,1,0,1
2014-15,Real Madrid CF,17,3,0,1,0,0,3
2014-15,UD Almería,18,0,2,0,0,1,0
2014-15,Athletic Club Bilbao,18,1,2,0,0,1,0
2014-15,FC Barcelona,18,3,1,1,0,0,3
2014-15,Granada CF,18,1,1,0,1,0,1
2014-15,Rayo Vallecano,18,0,1,0,0,1,0
2014-15,Córdoba CF,19,1,1,0,1,0,1
2014-15,RCD Español,19,1,0,1,0,0,3
2014-15,Real Sociedad,19,0,1,0,0,1,0
2014-15,Valencia CF,19,3,2,1,0,0,3
2014-15,Villarreal CF,19,2,0,1,0,0,3
2014-15,Atlético Madrid,19,2,0,1,0,0,3
2014-15,Elche CF,19,1,0,1,0,0,3
2014-15,Getafe CF,19,0,3,0,0,1,0
2014-15,RCD La Coruña,19,0,4,0,0,1,0
2014-15,Sevilla FC,18,2,0,1,0,0,3
2014-15,Atlético Madrid,20,3,1,1,0,0,3
2014-15,Córdoba CF,20,1,2,0,0,1,0
2014-15,Elche CF,20,0,6,0,0,1,0
2014-15,Real Sociedad,20,1,0,1,0,0,3
2014-15,Villarreal CF,20,1,0,1,0,0,3
2014-15,Athletic Club Bilbao,20,1,1,0,1,0,1
2014-15,RCD Español,20,3,0,1,0,0,3
2014-15,RCD La Coruña,20,2,2,0,1,0,1
2014-15,Valencia CF,20,3,1,1,0,0,3
2014-15,Getafe CF,20,2,1,1,0,0,3
2014-15,Rayo Vallecano,21,1,2,0,0,1,0
2014-15,RC Celta Vigo,21,1,0,1,0,0,3
2014-15,SD Eibar,21,1,3,0,0,1,0
2014-15,Granada CF,21,1,0,1,0,0,3
2014-15,Real Madrid CF,20,4,1,1,0,0,3
2014-15,UD Almería,21,1,0,1,0,0,3
2014-15,FC Barcelona,21,3,2,1,0,0,3
2014-15,Levante UD,21,0,2,0,0,1,0
2014-15,Sevilla FC,20,3,2,1,0,0,3
2014-15,Málaga CF,21,1,0,1,0,0,3
2014-15,Real Madrid CF,21,2,1,1,0,0,3
2014-15,RCD La Coruña,22,2,0,1,0,0,3
2014-15,Atlético Madrid,22,4,0,1,0,0,3
2014-15,Levante UD,22,4,1,1,0,0,3
2014-15,Real Sociedad,22,1,1,0,1,0,1
2014-15,Villarreal CF,22,2,0,1,0,0,3
2014-15,Athletic Club Bilbao,22,2,5,0,0,1,0
2014-15,Córdoba CF,22,1,2,0,0,1,0
2014-15,RCD Español,22,1,2,0,0,1,0
2014-15,Getafe CF,22,2,1,1,0,0,3
2014-15,Elche CF,22,2,0,1,0,0,3
2014-15,UD Almería,23,2,2,0,1,0,1
2014-15,Granada CF,23,0,0,0,1,0,1
2014-15,Málaga CF,23,0,2,0,0,1,0
2014-15,Real Madrid CF,23,2,0,1,0,0,3
2014-15,Sevilla FC,23,3,0,1,0,0,3
2014-15,FC Barcelona,23,5,0,1,0,0,3
2014-15,RC Celta Vigo,23,2,0,1,0,0,3
2014-15,Valencia CF,23,1,0,1,0,0,3
2014-15,Rayo Vallecano,23,2,0,1,0,0,3
2014-15,SD Eibar,23,0,1,0,0,1,0
2014-15,Getafe CF,24,2,1,1,0,0,3
2014-15,Atlético Madrid,24,3,0,1,0,0,3
2014-15,FC Barcelona,24,0,1,0,0,1,0
2014-15,Córdoba CF,24,1,2,0,0,1,0
2014-15,RCD La Coruña,24,0,2,0,0,1,0
2014-15,Athletic Club Bilbao,24,1,0,1,0,0,3
2014-15,Elche CF,24,0,2,0,0,1,0
2014-15,Real Sociedad,24,4,3,1,0,0,3
2014-15,Villarreal CF,24,1,0,1,0,0,3
2014-15,Levante UD,24,2,1,1,0,0,3
2014-15,RCD Español,25,1,0,1,0,0,3
2014-15,UD Almería,25,0,0,0,1,0,1
2014-15,Granada CF,25,1,3,0,0,1,0
2014-15,Málaga CF,25,3,2,1,0,0,3
2014-15,Rayo Vallecano,25,4,2,1,0,0,3
2014-15,SD Eibar,25,0,1,0,0,1,0
2014-15,Real Madrid CF,25,1,1,0,1,0,1
2014-15,Sevilla FC,25,0,0,0,1,0,1
2014-15,Valencia CF,25,2,0,1,0,0,3
2014-15,RC Celta Vigo,25,1,1,0,1,0,1
2014-15,Levante UD,26,2,1,1,0,0,3
2014-15,Athletic Club Bilbao,26,1,0,1,0,0,3
2014-15,Elche CF,26,1,0,1,0,0,3
2014-15,Granada CF,26,1,0,1,0,0,3
2014-15,RCD La Coruña,26,3,4,0,0,1,0
2014-15,Atlético Madrid,26,1,1,0,1,0,1
2014-15,FC Barcelona,26,6,1,1,0,0,3
2014-15,Real Sociedad,26,1,0,1,0,0,3
2014-15,Villarreal CF,26,4,1,1,0,0,3
2014-15,Córdoba CF,26,1,2,0,0,1,0
2014-15,Valencia CF,27,2,0,1,0,0,3
2014-15,RC Celta Vigo,27,1,2,0,0,1,0
2014-15,SD Eibar,27,0,2,0,0,1,0
2014-15,RCD Español,27,0,0,0,1,0,1
